cnpj_basico,identificador_matriz_filial,nome_fantasia,tipo_logradouro,logradouro,numero,bairro,cep,uf,municipio,cnae_fiscal_principal,cnae_fiscal_secundaria
10351032,2,,SITIO,SANTO ANTONIO,SN,BOM RETIRO,18240000,SP,6143,0119999,
10351497,2,,FAZENDA,SAO JOAO BATISTA,S/N,ZONA RURAL,18710000,SP,6161,0115600,0111302
10412416,2,,ESTRADA,DO BAIRRO DO RINCAO-SITIO OLIVEIRA SOUZA GLEBA B,S/N,DO RINCAO,18200999,SP,6547,0121101,0133409
09593565,2,,ESTRADA,MUN SENTIDO MACEDONIA A INDIAPORA KM 06,S/N,FAZENDA PADUA DINIZ,15620000,SP,6665,0151201,0151202
12468143,2,RESIDENCIAL PRIORI JUQUIA,RUA,JUQUIA,687,JARDIM CRISTIANE,09185235,SP,7057,4110700,
10904855,2,,AVENIDA,IBIRAPUERA,3103,INDIANOPOLIS,04029902,SP,7107,4781400,
12218179,2,,SITIO,SAO MANOEL,S/N,SITIO NOVO,13375000,SP,6719,0113000,
12433664,2,,RODOVIA,VICINAL QUE LIGA POLONI A ITAIUBA A 20 KM,S/N,ZONA RURAL,15160000,SP,6899,0139306,0220999
13180502,2,,AVENIDA,MAGALHAES DE CASTRO,12000,CIDADE JARDIM,05676120,SP,7107,4781400,"4782201,4782202,4772500,4774100,4783102,4783101,4789001,4762800,4761001"
10521867,2,SITIO CAPAO BONITO GLEBA 4,ESTRADA,PARA O VALE FORMOSO,S/N,ZONA RURAL,14960000,SP,6771,0113000,0151203
10424543,2,,ESTRADA MUNICIPAL,BAIRRO DO JABOTICABAL,SN,JABOTICABAL,13960000,SP,7143,0151202,"0119999,0111302"
10313205,2,ETHOS INDUSTRIAL,ESTRADA,MUNICIPAL ALFREDO SEBASTIANI (BTV-040),2915,CABREUVA E ANISIO DE MORAES,18559899,SP,6239,2599399,
12813571,2,,ESTRADA MUNICIPAL,GUARARAPES AO RIBEIRO DO VALE,KM 7,BARRA GRANDE,16700000,SP,6465,0113000,
10505913,2,,RODOVIA,BORA/QUINTANA,S/N,ZONA RURAL,19740000,SP,6243,1066000,"2013401,2013402,2029100,4623109,4623199,4683400"
10475230,2,HEMOMED INSTITUTO,AVENIDA,ARNOLFO AZEVEDO,108,PACAEMBU,01236030,SP,7107,8630503,"8640210,8640212"
11557286,2,,SITIO,DOS PINHEIROS,S/N,BAIRRO PESCARIA,18200999,SP,6547,0115600,"0111302,0111303"
13700647,2,,SITIO,CAPIVARA,S/N,BAIRRO BREJAO,19700000,SP,6811,0115600,0111302
12386409,2,,FAZENDA,SANTA CRUZ,S/N,CAGADO,18800000,SP,6877,0151201,0111399
12124965,2,,SITIO,SAO PEDRO,SN,FIGUEIRA,19260000,SP,6705,0151202,"0151201,0151203"
11151583,1,,RUA,DOUTOR JAIRO AMANCIO DE CASTRO,2039,CENTRO,14400324,SP,6425,6810201,"4120400,6463800,6810202"
12221059,2,,SITIO,PRECOCE,S/N,BAIRRO CURRAL VELHO,18290000,SP,6261,0151201,0111302
10618533,2,,SITIO,SANTO ANTONIO,SN,JUREMA,17680000,SP,6485,0151201,"0119999,0121101"
09601724,2,,RUA,PORTUGAL,17,RECANTO MARAVILHA II,18550000,SP,6239,0151201,0155501
13013973,2,,SITIO,MONTE ALTO,SN,ZONA RURAL,13730970,SP,6711,0151202,"0151201,0121101,0111302"
11449834,2,MASSIMO VILA CARRAO - RESIDENCE DELUXE,RUA,BIGUACU,286,VILA CARRAO,03446000,SP,7107,4110700,
13436796,2,PARQUE RIO DAS HORTENSIAS,RUA,PROJETADA A,S/N,ESTANCIA VILA AZUL (ZONA RURAL),15087005,SP,7097,4110700,
11905844,2,,SITIO,SAO JOSE,S/N,PAINA,17250000,SP,6203,0113000,0151201
09543011,2,,SITIO,SANTA BARBARA I,SN,ZONA RURAL,14540000,SP,6503,0113000,0115600
10203058,2,,SITIO,SAO SEBASTIAO,S/N,AGUA DO FORMOSO,19940000,SP,6491,0115600,"0111302,0119906"
12283819,2,,ESTANCIA,ALLBEEX NA ESTRADA DO BAIRRO PASTINHO,S/N,PASTINHO,17890000,SP,6621,0113000,"0210101,0151201,0151202"
09289915,2,,FAZENDA,INDIANA II,S/N,ZONA RURAL,14120000,SP,6393,0115600,
10577596,2,,FAZENDA,COLORADO,S/N,ZONA RURAL,14780970,SP,6209,0151201,"0151202,0115600,0111302"
13632083,2,CEI CENTRO DE EDUCACAO INFANTIL VOVO FATIMA,RUA,PROFESSOR ZEFERINO FERRAZ,65,ITAIM PAULISTA,08120380,SP,7107,8511200,"8800600,9430800"
12620921,2,O&C FILIAL SP,AVENIDA,MARCOS PENTEADO DE ULHOA RODRIGUES,1119,TAMBORE,06460040,SP,6213,6920602,"7020400,7120100"
09615744,2,,AVENIDA,MARECHAL DEODORO DA FONSECA,404,CENTRO,11410221,SP,6475,6462000,"6821802,6810202"
13133598,2,,SITIO,BAIXAO DE SERRA DO COPAUVA,S/N,INDEPENDENCIA,17201000,SP,6607,0113000,
11280204,2,OPHICINA,RUA,JACY TEIXEIRA CAMARGO,940,JARDIM DO LAGO,13050008,SP,6291,4781400,4782201
13089257,2,ILHA DE RODES EMPREENDIMENTOS IMOBILIARIOS LTDA,AVENIDA,ITORORO,777,CIDADE NOVA I,13334050,SP,6511,4110700,
11386677,2,,SITIO,SAO JOAQUIM II,S/N,UNIAO,16980000,SP,6457,0119901,
12582395,2,,SITIO,SAO MATHEUS II,S/N,ESPIRITO SANTO DOS AMAROS,14900000,SP,6555,0113000,"0116401,0115600,0111302"
12020967,2,,SITIO,NOSSA SENHORA DE FATIMA,SN,CACADOR,18430000,SP,6961,0119909,0119999
13683205,2,,SITIO,SAO FRANCISCO,S/N,ESTRELA,15880000,SP,7153,0113000,
11099045,2,,SITIO,SANTO ANTONIO,SN,BOA VISTA,13537000,SP,6523,0113000,
12332038,2,,FAZENDA,COMPASSO,SN,RURAL,15495000,SP,6985,0112101,"0115600,0111302,0111399"
11164481,2,,FAZENDA,LAGEADO II,SN,ZONA RURAL,14530000,SP,6695,0115600,"0111302,0113000"
09658365,2,,ESTRADA,MUNICIPAL GALIA / LUPERCIO,S/N,AGUA LIMPA,17450000,SP,6433,0151201,"0151202,0113000"
10350028,2,,CHACARA,NOSSA SENHORA DAS GRACAS,S/N,MUNDO NOVO,19015970,SP,6929,0151201,0119999
09421552,2,,FAZENDA,CORREGO DO BACURI,SN,BACURI,15480000,SP,6785,0113000,
13574594,2,FILIAL SHOPPING MOGI II/ BKBFC 257-15,AVENIDA,VEREADOR NARCISO YAGUE GUIMARAES,1001,CENTRO CIVICO,08780000,SP,6713,5611203,
09421552,2,,SITIO,ALVORADA,SN,MANDIOCA,15480000,SP,6785,0139306,
11315804,2,,FAZENDA,FORMIGA,S/N,ZONA RURAL,14120000,SP,6393,0113000,0116401
13574594,2,MARILIA FS,AVENIDA,TIRADENTES,1008,FRAGATA,17519000,SP,6681,5611203,
09346076,2,,ESTRADA,ARACATUBA AO BAIRRO DA AGUA BOA,HM 40,AGUA BOA,16010970,SP,6155,0151201,
11268425,2,PATRI TRINTA E TRES EMPREENDIMENTOS IMOB. LTDA,RUA,DOS AMERICANOS,220,BARRA FUNDA,01138010,SP,7107,4110700,
09340394,2,,FAZENDA,SAO GERALDO,S/N,RURAL,17500970,SP,6681,0151201,
09341293,2,,RODOVIA,HELIO SMIDT,S/N,AEROPORTO,07190100,SP,6477,4930202,"4930201,5011401,5250803,5250804,5250801,5232000,8219999"
12459961,2,LAFIQUI LABORATORIO DE ANALISES,AVENIDA,"MARGINAL SP 340, PISTA NORTE",S/N,DISTRITO INDUSTRIAL,13833591,SP,7061,7120100,"4644302,4689399,5211799,7020400,7490103,4618499"
09404384,2,C.E.I. MIGUEL ARCANJO - UNIDADE 4,RUA,ALTO TOCANTINS,63,JARDIM PAULISTANO (ZONA NORTE),02814010,SP,7107,8511200,
10174914,1,,RUA,AMADOR BUENO,1365,VILA STEOLA,13634052,SP,6887,9499500,9430800
11324763,1,,SITIO,SAO PEDRO,SN,SANTO ANTONIO,19260000,SP,6705,0151202,
12530146,1,,SÍTIO,CARDOSO,S/N,AREIA BRANCA,18400970,SP,6549,0111302,0119905
11217322,2,,FAZENDA,SANTO ANTONIO,SN,ZONA RURAL,16700000,SP,6465,0111302,"0115600,0112199,0119905"
09499232,2,,LOTEAMENTO,LOTE NUMERO 09,SN,LOTEAMENTO TAQUARAL,13400970,SP,6875,0115600,
13197523,1,,AVENIDA,PRES JUSCELINO KUBITSCHEK,2041,VILA NOVA CONCEICAO,04543011,SP,7107,4110700,
10242333,1,MONTEIRO SANTANA,RUA,JOSE BONIFACIO,278,SE,01003000,SP,7107,8211300,6463800
10291637,2,SI SENOR - SHOPPING CENTER ELDORADO SAO PAULO,AVENIDA,REBOUCAS 3970,3970,PINHEIROS,05402918,SP,7107,5611201,
09340476,2,,SITIO,SANTA FELICIDADE,SN,SERRINHA,18460000,SP,6565,0111302,"0111303,0115600,0119905,0116499,0111399"
09493935,2,IGREJA DO NAZARENO CENTRAL DE VINHEDO,AVENIDA,ARNALDO BIAGIOLI,837,PORTAL,13280001,SP,7237,9491000,
12913522,2,,SITIO,SANTA INES,S/N,AGUA LIMPA,16270000,SP,6443,0113000,
09553318,2,,SITIO,SANTA MARIA,SN,ARIZONA,14910000,SP,7155,0115600,"0111302,0111399"
13612617,1,IMPERIO DO ORIENTE PARTICIPACOES LTDA,RUA,FRUCTUOSO VIANA,S/N,HORTO FLORESTAL,02378130,SP,7107,4110700,
11459217,2,,SITIO,SANTA LUZIA,S/N,HARMONIA,17600970,SP,7201,0151201,
12917834,2,,FAZENDA,SANTA RITA,S/N,OLHOS DAGUA,15400000,SP,6779,0116401,
12336838,2,,RUA,SERGIO APPROBATO MACHADO,270,RESERVA REAL,14094650,SP,6969,8511200,
10998966,2,,ESTANCIA,SANTA MARIA,SN,SERTAO DOS INACIOS,15130001,SP,6707,0151201,
12227875,1,,NÚCLEO,CIDADE DE DEUS,S/N,VILA YARA,06029900,SP,6789,6470101,
10216610,1,,RUA,IGUATEMI,192,ITAIM BIBI,01451010,SP,7107,6462000,
10215711,1,,SITIO,MILA II,S/N,CORREGO DO QUEIXADA,15770000,SP,7199,0151201,0151202
10410048,2,,RODOVIA,DR. NELSON BARBIERI,SN,ZONA RURAL,14813000,SP,0798,0119901,
11457452,2,,SITIO,SAO JOSE,S/N,ZONA RURAL,15330000,SP,6437,0113000,
09967852,2,IBIS STYLES FARIA LIMA,RUA,TAVARES CABRAL,61,PINHEIROS,05423030,SP,7107,5510801,"5611204,8230001"
10882594,2,IFSP - MATAO,RUA,STEFANO D'AVASSI,625,NOVA CIDADE,15991502,SP,6687,8542200,
09285394,2,,SITIO,SANTA LUZIA,S/N,AIRUOCA,15220000,SP,6691,0111302,0151201
13182567,1,TOCCO IMOBILIARIA,RUA,SALOMAO HADDAD BARUQUE,125,CENTRO,13190000,SP,6737,4110700,"6810202,6810201,6810203"
12782048,2,CEI ELOHIM ADONAI,RUA,DOUTOR RAFAEL DE ARAUJO RIBEIRO,1185,JARAGUA,05181030,SP,7107,8511200,
11412987,2,,AVENIDA,ALCANTARA MACHADO,614,BRAS,03102001,SP,7107,4511101,"4511102,4520001,4530702,4530703,4530705,7490104"
13686231,2,,FAZENDA,NOSSA SENHORA APARECIDA,S/N,RURAL,15860000,SP,6489,0151203,"0151201,0113000"
11168367,2,,SITIO,NOSSO SENHOR DO BONFIM,S/N,ZONA RURAL,19470000,SP,6927,0119999,"0133499,0121101"
12488611,2,,ESTANCIA,MACAI,SN,ZONA RURAL,15145000,SP,6709,0151201,"0151202,0111302,0113000,0139306"
09406853,2,,ESTRADA MUNICIPAL,SUD MENNUCCI AO CAMPESTRE,"KM 1,5",CAMPESTRE,15360000,SP,7147,0151202,
10654405,2,,ESTRADA MUNICIPAL,DOS RODRIGUES,6940,ITAGUASSU,08970000,SP,7001,0119999,0119903
10250943,2,,AVENIDA,CONCEICAO,1650,VILA AREAL,13333015,SP,6511,7119703,7112000
12392584,2,,AVENIDA,EUCLIDES MIRAGAIA,1169,VILA GUARUJA,16200130,SP,6229,4687703,5211799
10694025,2,,ESTRADA,MUN. SITIO SAO JOSE-JOSE BONIFACIO SALTO AVANHANDAVA,S/N,PANTANINHO,15200000,SP,6615,0113000,0119999
11003338,2,,SITIO,SAO MANOEL VI,S/N,TABAJARA,16850000,SP,6631,0151201,0151202
11377588,2,BURGER KING,AVENIDA,SAO MIGUEL,7780,VILA NORMA,08070001,SP,7107,5611203,"4723700,5320202"
13532047,2,,SITIO,SITIO QUILOMBO,S/N,AGUA PARADA,13840970,SP,6715,0121101,
11841563,2,,RODOVIA,TUPA A QUATA KM 10 -FAZENDA BANDEIRA II,S/N,RURAL,17600970,SP,7201,0113000,
10203182,2,,RUA,MARIA JOSE MONTEIRO MUSTAFA,386,PARQUE EMPRESARIAL DAS MANGUEIRAS,18086426,SP,7145,4639701,"4930202,4637199"
11478050,1,DEMBITZKY REPRESENTACOES,RUA,CACHOEIRA,1554,CATUMBI,03024000,SP,7107,4616800,
12791487,2,MONTE BARIVIERA,RUA,GUILHERME DE SOUZA E SILVA,3125,ALTO DO CARDOSO,12420012,SP,6861,4110700,
09967852,2,IBIS STYLES BARRA FUNDA,RUA,ADALBERTO KEMENY,S/N,PARQUE INDUSTRIAL TOMAS EDSON,01139050,SP,7107,5510801,5611201
10448356,2,,AVENIDA,PREFEITO HERMELINDO PILLON,198,JD. ELITE,18500000,SP,6629,9491000,
12196020,2,,RUA,JAIR MARTINS MIL HOMENS,500,VILA SAO JOSE,15090080,SP,7097,4623199,"2219600,4930202,8599604,0142300,7719599,0161099,4789099"
13032384,1,ASSOCIACAO DE MORADORES DO RESIDENCIAL SAINT PATRICK,AVENIDA,CANNES,40,JARDIM RESIDENCIAL SAINT PATRICK,18052631,SP,7145,9499500,
12431471,1,,AVENIDA,MAGALHAES DE CASTRO,4800,CIDADE JARDIM,05676120,SP,7107,4110700,6810203
12192731,2,,RUA,LAURO MULLER (VL S CABRAL),355,VILA PALMARES,09061260,SP,7057,4110700,
10933894,1,,RUA,PARNAMIRIM,110,JAGUARE,05331020,SP,7107,4399101,"8111700,7119703"
09287464,2,,FAZENDA,FAZENDA BELO HORIZONTE,S/N,RURAL,14140000,SP,6363,0113000,
10717327,2,,SITIO,COTOVELO,S/N,SEGUNDA ALIANCA,16800000,SP,6703,0113000,
10717327,2,,SITIO,CARJO,S/N,TERCEIRA ALIANCA,16800000,SP,6703,0113000,
12450360,2,,FAZENDA,SAO JOAO,S/N,BEM TE VI,17740000,SP,6977,0113000,0115600
10577172,1,,FAZENDA,BELA VISTA,S/N,POUSO ALEGRE,15860000,SP,6489,0111302,"0151202,0151201,0133404,0153902,0133410"
09313615,2,,ESTANCIA,BELA VISTA,SN,VAI VEM,19360000,SP,7055,0151201,
10765947,2,,ESTRADA MUNICIPAL,PARA O BAIRRO DO QUADRO,S/N,ZONA RURAL,14900000,SP,6555,0113000,
11557397,1,,SÍTIO,DOIS IRMAOS,S/N,RURAL,14450000,SP,6609,0113000,0134200
12979194,2,,ESTANCIA,FENIX,SN,MONTE ALEGRE,17600970,SP,7201,0151201,
10848055,2,,RUA,PEDRO ELIAS,1265,JARDIM VISTA ALEGRE,13487038,SP,6639,4711302,
09638351,2,,SITIO,SAO PEDRO III,SN,RURAL,13400970,SP,6875,0113000,
12904304,2,,SITIO,SAO JOSE,S/N,RURAL,15880000,SP,7153,0113000,
12476246,2,,RUA,VINTINO SERAPHIM,540,JARDIM SANTANA,14403062,SP,6425,4110700,
12993691,2,,SITIO,TANGARA,SN,RIBEIRAO BRANCO,18745000,SP,6353,0115600,"0111302,0111303,0119905"
12356100,2,,AVENIDA,BARAO DE MAUA,452,VILA BOCAINA,09310000,SP,6689,4759899,"4721104,4723700,4729699,4741500,4742300,4744001,4744099,4751201,4753900,4755503,4757100,4761003,4789007,7490104"
11950487,2,BACIO DI LATTE,RUA,PALESTRA ITALIA,500,PERDIZES,05005030,SP,7107,5611203,"5611201,5611204,8230001"
10631334,2,,RUA,PIRES FLEURY,297,CENTRO,18400430,SP,6549,8299706,6619302
09638351,2,,SITIO,SAO PEDRO,SN,RURAL,13400970,SP,6875,0113000,
13098590,1,FAMILIA DA ESPERANCA ASSOC INTERNAC PRIVADA DE FIEIS,RUA,NINA FERREIRA LEITE,403,JARDIM SAO MANOEL,12512330,SP,6469,9491000,
11300570,2,,RUA,JUSSARA,510,JARDIM SANTA CECILIA,06465070,SP,6213,6810201,
12979190,1,,SITIO,BOA ESPERANCA,S/N,FORMOSA,16980000,SP,6457,0119901,
11042997,2,GIESPP GESTAO INTELIGENTE DE EDUC E SAUDE PUBLI E PRIV,RUA,BOGAERT,107,VILA VERMELHA,04298020,SP,7107,6202300,"6204000,6209100"
10213414,2,,FAZENDA,ALVORADA,S/N,ZONA RURAL,13710000,SP,7167,0113000,
09257250,2,,SITIO,SANTO ANTONIO,SN,SANTO ANTONIO,13165000,SP,2949,0113000,
12843372,2,,RUA,VICENTE DA COSTA ABREU,55,PARQUE SONIA,05856150,SP,7107,9491000,
13841345,2,,RODOVIA,"FRANCISCO SCHUMAHER DE AM. DE CAMPOS A AL. FLORENCE, 03KM",S/N,ZONA RURAL,15550000,SP,6135,0151201,0111302
10989302,1,PARTIDO SOCIALISTA BRASILEIRO - PSB,SITIO,BOA ESPERANCA,S/N,ZONA RURAL,14765000,SP,0824,9492800,
12287972,2,METODO IMOVEIS,RUA,CORONEL RAMALHO,585,CENTRO,08900000,SP,6467,4110700,"4299599,6810203,6463800,6810202,6821802,6810201,6821801,6822600"
11137051,2,,RUA,CARIJOS,2038,VILA LINDA,09180001,SP,7057,4772500,"4781400,4762800,4753900,4761001,4755501,4763601,4761002,4761003,4755503,4789005,4789099,4759899"
10999017,2,,ESTRADA,DE POTIRENDABA SENTIDO ROD. W. LUIZ,S/N,FORMOSA,15105000,SP,6917,0131800,0111302
10945828,2,,FAZENDA,SANTA FILOMENA,SN,AREA RURAL DE ECHAPORA,19839899,SP,6395,0151201,0113000
09270073,2,,RODOVIA,FIORAVANTE BELINI SP-473,KM 08,FAZ. M. G. DOS CASTILHOS,15320000,SP,6419,0151201,0151202
12456138,2,,SITIO,SANTA ROSA,S/N,CACADOR,18460000,SP,6565,0111302,"0111303,0111399,0115600,0116499,0119905,0119999,0151202"
09459685,2,,SITIO,SAO JOSE,S/N,AGUA DA BARRA MANSA,19940000,SP,6491,0113000,0115600
10948140,2,,ESTRADA,VICINAL QUE LIGA TABATINGA AO BAIRRO CORREGO,S/N,CORREGO DO MANJOLO,14910000,SP,7155,0131800,
09526860,2,,CHACARA,OLARIA,S/N,MATADOURO,17880000,SP,6533,0151201,0151202
11999907,2,,FAZENDA,FAZENDA BARONEZA,S/N,JARDINZINHO,13990000,SP,6865,0134200,0151203
12865362,1,,AVENIDA,PAULISTA,2278,BELA VISTA,01310300,SP,7107,6311900,"6202300,6203100,8299707,7490104,7739099,8291100"
10983524,2,,SITIO,SANTA PALMA,S/N,RURAL,14300001,SP,6217,0113000,
10726394,2,,SITIO,SAO LUCAS,SN,FAZENDA SANTA BARBARA,15160000,SP,6899,0113000,
13054502,2,CEI KADOSHI,ESTRADA,DO JEQUIRITUBA,1833,JARDIM SHANGRILA (ZONA SUL),04852024,SP,7107,9430800,8511200
12269448,2,,SITIO,ESTIVA,S/N,ESTIVA,17340000,SP,6205,0113000,
09349339,1,,SITIO,GLEBA A 2 QUEIMADA GRANDE,S/N,FAXINAL,12130970,SP,6627,0151202,0151201
11138927,2,,SITIO,SAO PEDRO,SN,APARECIDA,14960000,SP,6771,0113000,
10285944,2,,SITIO,SAO JOAO,SN,AREA RURAL DE OLIMPIA,15409899,SP,6779,0113000,
09328191,2,,CHACARA,SANTA MARIA,SN,ZONA RURAL,15950000,SP,7013,0151201,
13041043,2,IESEP,AVENIDA,PAULO JOSE DE MORAES,40,JARDIM SABAUNA,11740000,SP,6543,8532500,"8541400,8542200,8513900,8520100"
11967572,2,,SITIO,SANTO EXPEDITO,S/N,FAZENDA VELHA,17300000,SP,6383,0113000,
13100778,2,,CHACARA,ROSANA,S/N,ZONA RURAL,19830000,SP,6395,0115600,"0111302,0111303"
11212668,2,,ESTRADA,SANTA CRUZ A SOUZA QUEIROZ,S/N,PALMEIRAS,13625000,SP,7025,0113000,
09458918,2,,SITIO,JATOBA,S.N.,BOCAINA,15420000,SP,6459,0131800,"0151203,0111302"
12386559,2,,FAZENDA,SAO JOSE DA PONTE PENSA,KM-03,CORREGO DO POCINHO,15768000,SP,0822,0151201,0151202
11514843,2,CONDOMINIO EDIFICIO MARAGOGI,RODOVIA,ENGENHEIRO ERMENIO DE OLIVEIRA PENTEADO (SP-075),S/N,HELVETIA,13337300,SP,6511,4110700,
09359786,2,CEI JULIA NORBERTO,RUA,ANASTACIO DE SOUZA PINTO,75,NOSSA SENHORA DO O,02926030,SP,7107,8511200,"8512100,8513900"
10763773,2,,RUA,19 DE NOVEMBRO,305,VILA SAO CRISTOVAO,15910000,SP,6727,3091102,"2219600,2543800,2599399,2949299,3032600,4541202,4541206,4681805,4732600,7112000"
10203676,2,,SITIO,SAO FRANCISCO II,SN,MACUCO,18760000,SP,6329,0113000,
09289207,2,,SITIO,DIVINO,SN,DOS MARIANOS,18260000,SP,6911,0151201,0151202
12196612,2,,SITIO,SAO EMILIO,336,CENTRO,13600970,SP,6165,0113000,
13760422,2,,SITIO,SAO PEDRO,S/N,BRUMADO,13800970,SP,6717,0131800,"0111302,0111399"
10380593,2,,SITIO,NOSSA SENHORA APARECIDA II,S/N,BELA VISTA,19300000,SP,6925,0151201,0111302
10953002,2,,SITIO,SAO JOAO,S/N,SALTINHO DO SESSENTA,16300001,SP,6847,0113000,"0111302,0115600,0119906"
09282594,2,TERRAVERDE,AVENIDA,BANDEIRANTES,W-6510,JARDIM MARIA AUGUSTA,12070100,SP,7183,4661300,"2950600,3314711,3314712,3314799,4520001,4614100,4683400,5211799,5212500,6203100,6463800,7731400,8599604,8599699"
13823676,2,IMW - 3 R PARQUE MIKAIL,ESTRADA,MUNICIPAL,629,JARDIM BELVEDERE,07142360,SP,6477,9491000,
10765947,2,,ESTRADA MUNICIPAL,ITAPOLIS AO DISTRITO DE NOVA AMERICA,S/N,SAO PEDRO,14900000,SP,6555,0113000,0115600
10948143,2,,ESTRADA,APIAI ENCAPOEIRADO LAVRA,S/N,SEDE,18320970,SP,6153,0119909,
10420613,2,,RUA,16,1027,CENTRO,14780050,SP,6209,4110700,
12916408,2,,AVENIDA,GETULIO VARGAS,918,JARDIM ELIZABETH,13326000,SP,7005,5611203,
12647952,1,,AVENIDA,DAS ACACIAS,28,CHACARA MALOTA,13211545,SP,6619,4110700,"6463800,6810201"
09327542,2,,SITIO,SAO JOSE,SN,CACHOEIRA RIB DOS PORCOS,14900000,SP,6555,0131800,0119999
09454577,2,,AVENIDA,FRANCISCO DE ANGELIS,651,VILA PARAISO,13043370,SP,6291,4712100,"4721102,4722901,5611201,5611203"
10250585,2,,AVENIDA,PALMARES,1000,VILA PALMARES,09061410,SP,7057,4639701,"4711302,4721102,4722901,4643501"
09321434,2,,SITIO,SAO JOAO,SN,BANDEIRANTES,17930000,SP,7203,0151202,
13501268,2,,ESTRADA,CARDOSO A SANTA ISABEL A 6 KM,SN,ZONA RURAL,15570000,SP,6315,0151201,0151202
