cnpj_basico,identificador_matriz_filial,nome_fantasia,tipo_logradouro,logradouro,numero,bairro,cep,uf,municipio,cnae_fiscal_principal,cnae_fiscal_secundaria
33050196,2,CPFL,RUA,SEBASTIAO MATTOS SABINO,S/N,PQUE RES PAINEIRAS,16204296,SP,6229,3512300,
33050196,2,CPFL,RODOVIA,DR WILLIEM AMIN,S/N,ZONA RURAL,14500000,SP,6583,3512300,
33050196,2,CPFL,RODOVIA,SP- 333,SN,ZONA RURAL,14860000,SP,6211,3514000,
33050196,2,CPFL,,LOC  ANEL VIARIO ACESSO 3,S/N,ZONA RURAL,14790000,SP,6449,3512300,
33050196,2,CPFL,RUA,MANOEL TAVARES,S/N,CENTRO,18640000,SP,6823,3512300,
33050196,2,CPFL,RUA,DR.THEOTONIO MONTEIRO BARROS FILHO,S/N,CDOR MANCOR DAUD,15070570,SP,7097,3512300,
33050196,2,CPFL,RUA,ANTONIO CONSTANTINO,991,JD INTEGRACAO,14405435,SP,6425,3512300,
33054115,2,AVIPAM TURISMO AVIPAM VIAGENS AVIPAM EVENTOS,AVENIDA,PAULISTA,2313,BELA VISTA,01311934,SP,7107,7911200,"7990200,8230001"
33067745,2,,RODOVIA,ENGENHEIRO ERMENIO DE OLIVEIRA PENTEADO,S/N,ITAICI,13340600,SP,6511,7210000,
33078585,2,PINA,RUA,MAJ QUEDINHO,111,CENTRO,01050904,SP,7107,1020102,1020101
33096744,2,,RUA,EMILIO MALLET,935,VILA GOMES CARDIM,03320000,SP,7107,4649408,
33102120,2,LIVRARIA FRANCISCO ALVES,RUA,AGOSTINHO GOMES,1277,IPIRANGA,04206000,SP,7107,8888888,
33113309,2,VALID,AVENIDA,ANDROMEDA,2000,JARDIM SATELITE,12230001,SP,7099,9609299,
33113309,2,VALID,PRACA,DOM PEDRO II,3-20,CENTRO,17015230,SP,6219,1821100,
33147315,2,,RUA,JOAQUIM FLORIANO,617,ITAIM,04534012,SP,7107,6422100,
33163718,2,,RUA,GARIBALDI,298,CENTRO,14030549,SP,6969,6511101,
33163718,2,,AVENIDA,D PEDRO II,913,CENTRO,14801139,SP,6163,6511101,
33163718,2,CIS,RUA,AMERICO BRASILIENSE,370,CAMBUI,13025230,SP,6291,6622300,
33176249,2,,AVENIDA,IBIRAPUERA,2907,INDIANOPOLIS,04029200,SP,7107,5239799,7490199
33200056,2,LOJAS RIACHUELO,PRACA,CONSELHEIRO RODRIGUES ALVES,3,CENTRO,12500020,SP,6469,4781400,"4713004,4752100,4772500,6619302,7490104"
33200056,2,LOJAS RIACHUELO,RUA,SAO LUIZ,719,CENTRO,17500001,SP,6681,4781400,"4713004,4752100,4772500,6619302,7490104"
33250713,2,STRATTNER,AVENIDA,TUCUNARE,550,TAMBORE,06460020,SP,6213,4645101,"3312103,3314704,3319800,3321000,3329599,4618402,4645103,4649408,4664800,4669901,4669999,4684299,4789005,6202300,6209100,7729203,7739002,7739099,7820500,7830200,8599604"
33297169,2,,RUA,DUQUE DE CAXIAS,S/N,SEDE,15950000,SP,7013,7490103,
33325184,2,,AVENIDA,VITOR MANZINI,470,SANTO AMARO,04745060,SP,7107,9601703,7830200
33325184,2,,RUA,NSRA DO SOCORRO,392,SOCORRO,04764020,SP,7107,1413402,
33337122,2,TEXACO,RUA,ALBERTO ARTONI,455,JARDIM SANTANA,19045720,SP,6929,4681801,
33337122,2,TEXACO,ESTRADA,DOM JOSE ANTONIO DO COUTO,250,CAMPOS DE SAO JOSE,12226551,SP,7099,4681801,"4684299,4930203"
33402892,2,,RUA,MINAS GERAIS,190,HIGIENOPOLIS,01244010,SP,7107,9499500,"7490199,8599604"
33445347,2,,RUA,CLEMENTE PEREIRA,503,IPIRANGA,04216060,SP,7107,4930203,4930202
33453598,2,,ESTRADA,MUNICIPAL EUCLIDES MARTINS,2170,EMBRAER,14813000,SP,0798,4681801,
33531732,2,CASA PUBLICADORA BATISTA,AVENIDA,SAO JOAO,820,,02920050,SP,7107,4761001,
33542531,2,VIACAO SAMPAIO LTDA,AVENIDA,MARGINAL DUTRA,S/N,CENTRO,12800000,SP,6939,4922102,
33542531,2,,RUA,EUCLIDES FIGUEIREDO,SN,CENTRO,12425190,SP,6861,4922102,
33542531,2,,RUA,FLORIANO PEIXOTO,SN,CENTRO,12308031,SP,6589,4922102,
33549874,2,JORNAL BRASILEIRO DE UROLOGIA,RUA,AUGUSTA,2347,CONSOLACAO,01413000,SP,7107,9412099,
33606351,2,FEBRAFARMA,RUA,ALVORADA,1280,VILA OLIMPIA,04550004,SP,7107,9411100,
33621384,2,FACULDADE CENECISTA DE CAPIVARI E ESC.PREMIUM CENECISTA,RUA,BARAO DO RIO BRANCO,374,CENTRO,13360000,SP,6309,8532500,"5620103,5611201,4761003,8219901"
33628777,2,8 DISTRITO RODOVIARIO FEDERAL,,RV PRES DUTRA,S N,VILA MARIA,02116040,SP,7107,8888888,
33638289,2,,RUA,DR EDUARDO DE SOUZA ARANHA,387,VILA NOVA CONCEICAO,04543121,SP,7107,6911701,
33646456,2,,AVENIDA,IPIRANGA,1123,CENTRO,01039000,SP,7107,5920100,"5811500,5913800"
33651803,2,,RUA,MARQUES DE SAO VICENTE,178,SAO VICENTE,11310180,SP,7121,8511200,
33787094,2,,RUA,URUSSUI,000093,ITAIM BIBI,04542050,SP,7107,8411600,
33788431,2,UEB-REGIAO ESCOTEIRA DE SAO PAULO-DIRECAO REGIONAL,RUA,CORONEL XAVIER DE TOLEDO,316,CENTRO,01048000,SP,7107,9430800,"9493600,9499500"
33794033,2,,AVENIDA,BRIGADEIRO FARIA LIMA,1355,JARDINS,01452919,SP,7107,6422100,
33856394,2,,AVENIDA,PRESIDENTE JUSCELINO KUBITSCHEK 1909,1909,VILA NOVA CONCEICAO,04543907,SP,7107,8211300,4723700
33856758,2,,AVENIDA,DAS ROSAS,1,CENTRO,09720490,SP,7075,9430800,"9493600,9499500"
33858184,2,,RUA,IRMAO LUCAS,138,PINHEIROS,05418060,SP,7107,9430800,"9493600,9499500"
33858184,2,,RUA,JURUJUBA,S N,,11015147,SP,7071,9430800,"9493600,9499500"
33874330,2,CRAS NONA REGIAO DELEGACIA SECCIONAL EM BAURU,AVENIDA,RODRIGUES ALVES,740,CENTRO,17030000,SP,6219,8411600,
33915604,2,CENTRO COMUNITARIO E EDUCACIONAL DA LBV,RUA,BRASILIA,944,PERPETUO SOCORRO,13870590,SP,7083,9430800,"9493600,9499500"
33915604,2,SETOR DE TRANSPORTE,AVENIDA,RUDGE,763,BOM RETIRO,01133000,SP,7107,8800600,9499500
33915604,2,NUCLEO MUNICIPAL EM GUARULHOS,RUA,MANTENA,8,VILA BARROS,07195100,SP,6477,9430800,"9493600,9499500"
33933094,2,,PRACA,RUI BARBOSA,322,CENTRO,16010000,SP,6155,9430800,"9493600,9499500"
33937681,2,LAN CHILE,RUA,JAMIL JOAO ZARIF,SN,JARDIM CAPRI,07143000,SP,6477,5111100,5120000
34028316,2,AC BEBEDOURO,RUA,15 DE NOVEMBRO,503,CENTRO,14700444,SP,6221,5310501,
34028316,2,AC IBITIUVA,RUA,QUATRO,120,DISTRITO DE IBITIUVA,14760000,SP,6891,5310501,
34028316,2,AC PRADOPOLIS,RUA,PRESIDENTE VARGAS,815,CENTRO,14850000,SP,6919,5310501,
34028316,2,AC AVARE,RUA,RIO GRANDE DO SUL,1834,BRAZ I,18701190,SP,6189,5310501,
34028316,2,AC CONCHAS,RUA,SAO PAULO,167,CENTRO,18570000,SP,6347,5310501,
34028316,2,AC MANDURI,RUA,BENEDITO REINALDO DE CASTRO,207,JARDIM SANTO ANTONIO,18782102,SP,6673,5310501,
34028316,2,AC SALTO GRANDE,RUA,PRUDENTE DE MORAIS,354,CENTRO,19920003,SP,7009,5310501,
34028316,2,AC TURIUBA,RUA,CAPITAO VICENTE GONCALVES,576,CENTRO,15280970,SP,7205,5310501,
34028316,2,AC SAO LOURENCO DA SERRA,AVENIDA,EVARISTO DELFIINO PINTO,701,CENTRO,06890000,SP,5447,5310501,
34028316,2,AC FLORA RICA,AVENIDA,JOAO VELOSO,394,TERMINAL RODOVIARIO,17870970,SP,6417,5310501,
34028316,2,AC BADY BASSIT,PRACA,RIO PRETO,58,CENTRO,15115970,SP,6191,5310501,
34028316,2,AC AURIFLAMA,RUA,JOSE BARBOSA,5430,CENTRO,15350970,SP,6183,5310501,
34028316,2,AC MONTE APRAZIVEL,RUA,MONTEIRO LOBATO,211,CENTRO,15150970,SP,6729,5310501,
34028316,2,AC PALMEIRA D'OESTE,AVENIDA,DUQUE DE CAXIAS,46/90,CENTRO,15720970,SP,6805,5310501,
34028316,2,AC SEVERINIA,AVENIDA,SEVERINO SICCHIERI,453,CENTRO,14735970,SP,7139,5310501,
34028316,2,AC TRES FRONTEIRAS,AVENIDA,MIGUEL RENDA,222,CENTRO,15770000,SP,7199,5310501,
34028316,2,AC ALVARES FLORENCE,RUA,RIO GRANDE DO SUL,262,CENTRO,15540970,SP,6123,5310501,
34028316,2,AC MARQUES DE ITU,RUA,MARQUES DE ITU,76,VILA BUARQUE,01223970,SP,7107,5310501,
34028316,2,AC ALVINLNDIA,AVENIDA,DR COUTO JUNIOR,382,CENTRO,17430000,SP,6129,5310501,
34028316,2,AC ARACATUBA,RUA,LUIZ PEREIRA BARRETO 163,163,CENTRO,16010972,SP,6155,5310501,
34028316,2,AC JOAO RAMALHO,AVENIDA,HUET BACELLAR,153,CENTRO,19680000,SP,6613,5310501,
34028316,2,AC MONTE CASTELO,RUA,DEPUTADO AMARAL FURLAN,356,CENTRO,17960000,SP,6733,5310501,
34028316,2,AC PANORAMA,RUA,QUINTINO MALDONET,821,CENTRO,17980970,SP,6809,5310501,
34028316,2,AC PENAPOLIS,AVENIDA,EXPED DIOGO G MARTINS,578,CENTRO,16300001,SP,6847,5310501,
34028316,2,AC RINOPOLIS,AVENIDA,RINOPOLIS,365,CENTRO,17740000,SP,6977,5310501,
34028316,2,AC TUPA,PRACA,DA BANDEIRA,255,CENTRO,17600380,SP,7201,5310501,
34028316,2,CTCE RIBEIRAO PRETO,RUA,ANTONIO FERNANDES FIGUEIROA,1574,PARQUE I LAGOINHA,14095280,SP,6969,5310501,
34028316,2,AC HORTOLANDIA,RUA,LIBERO BADARO,471,JD SANTA RITA DE CASSIA,13186260,SP,2951,5310501,
34028316,2,CTCE BAURU,RUA,JOAQUIM MARQUES FIGUEIREDO,4-41,DISTRITO INDUSTRIAL,17034290,SP,6219,5310501,
34028316,2,CDD CASA VERDE,RUA,ZANZIBAR,301,CASA VERDE,02512010,SP,7107,5310501,
34028316,2,CDD AEROPORTO,RUA,DAS CAVAS,120,VILA SANTA CATARINA,04370030,SP,7107,5310501,
34028316,2,CDD SANTO AMARO,AVENIDA,MARIO LOPES LEAO,700,SANTO AMARO,04754010,SP,7107,5310501,
34028316,2,CDD VILA CLEMENTINO,AVENIDA,LAVANDISCA,529,VILA CLEMENTINO,04515011,SP,7107,5310501,
34028316,2,CDD CAMPINAS,AVENIDA,FRANCISCO GLICERIO,889,CENTRO,13012000,SP,6291,5310501,
34028316,2,AC ITAJU,RUA,JOAO BATISTA MODOLO,268,CENTRO,17260970,SP,6541,5310501,
34028316,2,AC ALMEIDA LIMA,PRACA,PRESIDENTE KENNEDY,66,MOOCA,03162971,SP,7107,5310501,
34028316,2,AC BRAGANCA PAULISTA,AVENIDA,ANTONIO PIRES PIMENTEL,1345,CENTRO,12900011,SP,6251,5310501,
34028316,2,AC BRAS CUBAS,RUA,FRANCISCO AFONSO DE MELO,110,BRAS CUBAS,08740310,SP,6713,5310501,
34028316,2,AC CARAGUATATUBA,RUA,ALTINO ARANTES,534,CENTRO,11660020,SP,6311,5310501,
34028316,2,AC SANTA CECILIA,AVENIDA,ANGELICA,1125,SANTA CECILIA,01227970,SP,7107,5310501,
34028316,2,AC JARINU,PRACA,DEZESSETE DE ABRIL,96,CENTRO,13240970,SP,6605,5310501,
34028316,2,AC JUQUIA,RUA,MAJOR MARTINS COELHO,349,CENTRO,11800000,SP,6623,5310501,
34028316,2,AC MONGAGUA,AVENIDA,MARINA,984,JD. MARIA LUIZA,11730000,SP,6723,5310501,
34028316,2,AC PENHA DE FRANCA,RUA,SANTO AFONSO,176,PENHA DE FRANCA,03632970,SP,7107,5310501,
34028316,2,AC PIRASSUNUNGA,RUA,GENERAL OSORIO,539,CENTRO,13631060,SP,6887,5310501,
34028316,2,AC SANTA CRUZ DA CONCEICAO,RUA,PREFEITO LAERTE GANEO 213,213,CENTRO,13625970,SP,7025,5310501,
34028316,2,AC SAO PEDRO,RUA,JOSE ESTANISLAU DE OLIVEIRA 7,7,SANTA CRUZ,13520970,SP,7109,5310501,
34028316,2,AC TABOAO DA SERRA,RUA,THERESA MARIA LUIZETTO,83,VILA SANTA LUZIA,06754010,SP,7157,5310501,
34028316,2,AC PINDORAMA,RUA,CARLOS GOMES,175,CENTRO,15830000,SP,6863,5310501,
34028316,2,AC URUPES,RUA,D PEDRO II,373,CENTRO,15850000,SP,7221,5310501,
34028316,2,AC UNICAMP,RUA,CARLOS GOMES,241,CIDADE UNIVERSITARIA,13083855,SP,6291,5310501,
34028316,2,AC VILA GILDA,AVENIDA,GILDA,364,VILA GILDA,09190971,SP,7057,5310501,
34028316,2,AC MIRA ESTRELA,PRACA,BENEDITO CASTREQUINI,491,CENTRO,15580970,SP,6701,5310501,
34028316,2,AC UBIRAJARA,RUA,JOSE FRANCISCO LEONEL,210,VILA MARIA,17440970,SP,7211,5310501,
34028316,2,AC PEDRA BELA,RUA,BERNARDINO DE LIMA PAES,4,CENTRO,12990970,SP,6837,5310501,
34028316,2,AC FERNANDO PRESTES,RUA,JOSE AUGUSTONE,508,CENTRO,15940000,SP,6413,5310501,
34028316,2,ECT DR SP CT DE DISTRIBUICAO DOMICILIARIA EMBU,AVENIDA,ELIAS YASBEK,2543,CENTRO,06803000,SP,6401,5310501,
34028316,2,CDD CATANDUVA,RUA,PARA,9,CENTRO,15800971,SP,6323,5310501,
34028316,2,AC TORRE DE PEDRA,RUA,27 DE OUTUBRO,632,CENTRO,18265000,SP,3227,5310501,
34028316,2,AC IARAS,PRACA,DA MONCAO,583,CENTRO,18775000,SP,7259,5310501,
34028316,2,AC PARISI,RUA,AURELIO PARISI,242,CENTRO,15525000,SP,2989,5310501,
34028316,2,CDD ATIBAIA,AVENIDA,JERONIMO DE CAMARGO,4230,JARDIM BRASIL,12940971,SP,6181,5310501,
34028316,2,CDD VALMIR RAMALHO,RUA,RIO GRANDE DO NORTE,1635,IPIRANGA,14055530,SP,6969,5310501,
34028316,2,AC ARACARIGUAMA,RUA,CORONEL JOAQUIM AUGUSTO,29,CENTRO,18147000,SP,3067,5310501,
34028316,2,CDD TREZE DE MAIO,RUA,JOAO NUTTI,1496,JARDIM PAULISTANO,14090970,SP,6969,5310501,
34028316,2,CDD VILA ARENS,RUA,ABILIO FIGUEIREDO,20,ANHANGABAU,13208972,SP,6619,5310501,
34028316,2,CDD CANTAREIRA,RUA,PE. JULIO MARIA,33,VILA MAZZEI,02307300,SP,7107,5310501,
34028316,2,CTO SAO JOSE DOS CAMPOS,RUA,WILTON REIS COSTA,125,ELDORADO,12238574,SP,7099,5310501,
34028316,2,AC NANTES,RUA,SIQUEIRA CAMPOS,150,CENTRO,19645000,SP,0804,5310501,
34028316,2,AC GAVIAO PEIXOTO,ALAMEDA,GULLA,100,CENTRO,14813000,SP,0798,5310501,
34028316,2,AC NOVAIS,RUA,MAJOR JOAO BATISTA NOVAIS,733,CENTRO,15885000,SP,2979,5310501,
34094342,2,,RUA,CAMPOS SALES,32,VILA CAMPANTE,17670000,SP,6941,9491000,
34094342,2,CENTRO REDENTOR,AVENIDA,FRANCISCO DE ASSIS ALVARENGA,485,SERTAOZINHO,14161110,SP,7135,9491000,
34163865,2,,RUA,SILVA JARDIM,148,BELEM,03057070,SP,7107,9430800,"9493600,9499500"
34230979,2,SUPERMIX,AVENIDA,ENG CARLOS REINALDO MEN,4760,BOA VISTA,18013280,SP,7145,4299599,4399199
34230979,2,SUPERMIX,RUA,ZITUO KARAZAWA,182,ITAQUERA,08260120,SP,7107,4299599,4399199
34230979,2,SUPERMIX,RUA,EMA MEO STEOLA,22,PORTO DA IGREJA,07034040,SP,6477,4299599,
34274233,2,,RUA,FUNCHAL,375,VILA OLIMPIA,04551060,SP,7107,4681801,
34274233,2,,RODOVIA,"RODOVIA PROFESSOR ZEFERINO VAZ, KM 132",S/N,BONFIM,13147900,SP,6831,4681801,"5211799,4683400,5212500,4681805"
34274233,2,,AVENIDA,JOAQUIM MIGUEL COUTO,1985,VILA PAULISTA,11510010,SP,6371,4681801,"4681805,4684202,4684299,5211799,5212500"
34274233,2,,RODOVIA,DO PIRAPO,SN,JARDIM DUQUE DE CAXIAS,19023430,SP,6929,4681801,
35793033,2,,RUA,AUGUSTA,1939,CERQ.CESAR,01413000,SP,7107,4651601,4651602
35820448,2,,AVENIDA,DONA FRANCISCA,251,VILA RESENDE,13405259,SP,6875,4693100,4691500
35943604,2,OSKLEN,AVENIDA,BRIGADEIRO FARIA LIMA 2232,2232,JARDIM PAULISTANO,01489900,SP,7107,4781400,"4763602,4772500,4789001"
35795236,1,OCASA,RUA,GRAVI,30,SAUDE,04143050,SP,7107,5320201,"5211799,5250804,5320202,4930201,4930202,4930203,5232000,5250803,6462000"
36053304,1,,AVENIDA,ENG ALBERTO DE ZAGOTTIS,352,JARDIM ANHANGUERA,04675901,SP,7107,6462000,
36314003,1,,ALAMEDA,RUELLIA,78,JARDIM RESIDENCIAL SANTA CLARA,13331278,SP,6511,6822600,"6810201,6810202,6821801"
36457828,1,,RUA,DOUTOR JOSE AUREO BUSTAMANTE,145,SANTO AMARO,04710090,SP,7107,9430800,"9493600,9499500"
34028316,2,AC IGUATEMI,AVENIDA,ROTARY,40,VILA BRANDINA,13092971,SP,6291,5310501,
33050196,2,,AVENIDA,PASCHOAL ANDITO,S/N,VILA BERTINI,13473291,SP,6131,3512300,
32116154,1,DYNATEST DO BRASIL,RUA,PEIXOTO GOMIDE,996,JARDIM PAULISTA,01409900,SP,7107,7112000,
32332736,1,,RUA,AMERICO BRASILIENSE,1827,CHACARA SANTO ANTONIO (ZONA SUL),04715005,SP,7107,6462000,
33020355,1,,AVENIDA,INOCENCIO SERAFICO,6300,ALDEINHA,06366900,SP,6313,2610800,
33034935,1,ITW AUTOMOTIVO BRASIL,AVENIDA,GUARAPIRANGA 1389,1389,PARQUE ALVES DE LIMA,04902900,SP,7107,2229399,"3292202,3299003,2599399,2229302,2790299"
33081704,1,,AVENIDA,DOUTOR ALBERTO JACKSON BYINGTON,1525,INDUSTRIAL ANHANGUERA,06276000,SP,6789,2073800,"2021500,2091600,2099199,2330399,6463800,7120100"
33163718,1,,AVENIDA,PRESTES MAIA 241,241,CENTRO,01031902,SP,7107,6511101,
33169962,1,,AVENIDA,DOUTOR TIMOTEO PENTEADO,4602,VILA GALVAO,07061003,SP,6477,7020400,
33179565,1,SENCINET,RODOVIA,RODOVIA JORNALISTA FRANCISCO AGUIRRE PROENCA KM 9,SN,CHACARAS ASSAY,13186904,SP,2951,6190699,"3321000,3329599,4221905,4321500,4752100,6110803,6190602,6202300,6204000,6399200,7112000,7733100,7739099"
33251430,1,,ALAMEDA,SANTOS,1293,CERQUEIRA CESAR,01419904,SP,7107,6810202,6810201
33316100,1,COBRACO,RUA,ESTELA,515,VILA MARIANA,04011904,SP,7107,6810201,"6463800,6810202,6822600"
33588252,1,,ALAMEDA,SANTOS,1357,CERQUEIRA CESAR,01419908,SP,7107,6432800,
33821331,1,RICHARD OLIVER BRASIL,AVENIDA,DAS NACOES UNIDAS,14.401,VILA GERTRUDES,04794000,SP,7107,6621501,"7490104,6612601"
33868597,1,,AVENIDA,PAULISTA,1111,BELA VISTA,01311920,SP,7107,6612602,
33958695,1,,AVENIDA,PRESIDENTE JUSCELINO KUBITSCHEK,1327,VILA NOVA CONCEICAO,04543011,SP,7107,8211300,"2011800,5211799,6462000"
34286138,1,,RUA,CONSELHEIRO CANDIDO DE OLIVEIRA,407,VILA ANASTACIO,05093010,SP,7107,4646001,"4930202,4646002,4644301,4639701,4623106,4671100,4930203,4645101,4313400"
34028316,2,AC RIBEIRAO BRANCO,RUA,CRISTIANO DE SOUZA,485,CENTRO,18430970,SP,6961,5310501,
34028316,2,AC CARDOSO,AVENIDA,CENTRAL,1587,CENTRO,15570970,SP,6315,5310501,
34353920,2,IGREJA METODISTA WESLEYANA EM ARTUR ALVIM,RUA,NELSON TARTUCE,420,JARDIM DAS PAINEIRAS,03694070,SP,7107,9491000,
34409656,2,,RUA,JOSE SEMIAO RODRIGUES AGOSTINHO,1370,QUINHAU,06833300,SP,6401,8219901,"4930202,5211702,6209100,7420005,8211300,8299799"
33542531,2,,RUA,ANT DA COSTA ROSENDO,202,VILA PIRATININGA,12216060,SP,7099,4922102,7911200
34117366,2,,RUA,BOA VISTA,99,CENTRO,01014001,SP,7107,9319199,
33050196,2,,RUA,MARTIM AFONSO,78,CENTRO,11080160,SP,7071,3514000,
33746918,2,,AVENIDA,BRIGADEIRO FARIA LIMA,SN,PUTIM,12227000,SP,7099,5111100,5120000
33989468,2,ABEN,RUA,NAPOLEAO DE BARROS,275,VIA CLEMENTINO,04024000,SP,7107,9430800,"9493600,9499500"
34028316,2,AC TIMBURI,RUA,CAP ARTHUR J DOS REIS,541,CENTRO,18860000,SP,7193,5310501,
33321308,1,LATICINIOS MONTES CLAROS,RUA,ITUXI,269,SAUDE,04055020,SP,7107,6462000,6810202
33479023,2,,AVENIDA,FRANCISCO MATARAZZO,1400,AGUA BRANCA,05001903,SP,7107,6422100,
36212637,1,,RUA,DR. FERNANDES COELHO,64,PINHEIROS,05423040,SP,7107,5111100,5120000
32588139,1,,AVENIDA,BRIGADEIRO FARIA LIMA,3729,ITAIM BIBI,04538905,SP,7107,6612601,6612603
34028316,2,ECT-DR/SP-OPERACOES DE VEICULOS PRESIDENTE PRUDENTE,RUA,VEREADOR AURELINO COUTINHO,515,JD ALTO DA BOA VISTA,19053360,SP,6929,5310501,
33053927,2,,RUA,CORONEL OSCAR PORTO,818,PARAISO,04003004,SP,7107,8599699,"9493600,9499500"
33719485,2,CLINICASSI SAO JOSE DO RIO PRETO - SP,RUA,PIRACICABA,1850,SANTOS DUMONT,15020120,SP,7097,6550200,"8630503,8630502"
33107426,2,,RUA,NESTOR PESTANA,125,CONSOLACAO,01303010,SP,7107,5250802,5250801
36209021,1,,AVENIDA,PRES JUSCELINO KUBITSCHEK,360,VILA NOVA CONCEICAO,04543000,SP,7107,6810201,6810202
36526895,1,BINIAN OLAM,RUA,EMILIO DE MENEZES,38,HIGIENOPOLIS,01231020,SP,7107,9491000,
33084922,1,,RODOVIA,RAPOSO TAVARES,S/N,MOINHO VELHO,06707000,SP,6361,2072000,"4651601,4669999,4751201,6463800,6810202,6821801,7830200,8211300,8299799,9511800"
33110412,1,,RUA,BAR DE ITAPETININGA,151,CENTRO,01042909,SP,7107,6511101,
33987793,1,,RUA,LEOPOLDO COUTO MAGALHAES JR.,700,ITAIM BIBI,04542000,SP,7107,6432800,
34049304,1,FENATTEL,RUA,BENTO FREITAS,162,CENTRO,01220000,SP,7107,9420100,
32927303,2,,RUA,BRAULIO GOMES,25,CONSOLACAO,01047020,SP,7107,6622300,6629100
33011479,2,,PRACA,ANTONIO TELLES,15,CENTRO,11013924,SP,7071,4689301,
33013988,2,,AEROPORTO,CAMPINAS,S N,VIRA COPOS,13024500,SP,6291,5111100,5120000
33041260,2,,RUA,15 DE NOVEMBRO,152,CENTRO,12210070,SP,7099,4753900,4759899
33050196,2,,RUA,CEL JOAQUIM A MARTINS,2080,VILA BELA VISTA,18681090,SP,6637,3512300,
33050196,2,,AVENIDA,OLAVO BILAC,186,CENTRO,15895000,SP,6327,3512300,
33050196,2,,AVENIDA,DR WANDERLEY RIBEIRO,900,CENTRO,14540000,SP,6503,3512300,
33098112,2,,RUA,MINAS GERAIS,97,CENTRO,11600200,SP,7115,4689399,"4649499,4669999"
33136896,2,TAP AIR PORTUGAL,RODOVIA,"HELIO SMIDT, ED. TECA, AEROPORTO INTERNACIONAL DE GUARULHOS",S/N,AEROPORTO,07190971,SP,6477,5111100,5120000
