cnpj_basico,identificador_matriz_filial,nome_fantasia,tipo_logradouro,logradouro,numero,bairro,cep,uf,municipio,cnae_fiscal_principal,cnae_fiscal_secundaria
13895224,1,,RUA,DORNELAS,S/N,PRAINHA,11920000,SP,6507,0311601,0312401
13896264,1,,RUA,ENGENHEIRO ANTONIO PENIDO,1349,VILA CANEVARI,12710000,SP,6369,4731800,"4520005,4729602,4732600"
13897949,1,,RUA,SCHWARTZMANN,346,BRAS CUBAS,08740010,SP,6713,7119703,
13898378,1,INSTITUTO OMINDARE,RUA,RUI BARBOSA,584,BELA VISTA,01326010,SP,7107,9493600,
13899228,1,,RUA,EMILIA MARENGO,260,VILA REGENTE FEIJO,03336000,SP,7107,8291100,"6612605,8211300"
13899511,1,,AVENIDA,SAO PAULO,207,CIDADE INTERCAP,06757170,SP,7157,6810202,6462000
13899680,1,,SITIO,SANTA ELIZA,S/N,BOM JARDIM,18500000,SP,6629,0151201,
13900179,1,,SITIO,BETEL,S/N,TAQUARAL,16500000,SP,6277,0151201,"0134200,0121101"
13900928,1,FUNDO MUNICIPAL DE SAUDE,AVENIDA,IBIRAPUERA,177,CITY BARRETOS,14784125,SP,6209,8411600,8412400
13902235,1,,VIA,ANHANGUERA,S/N,JORDANESIA,07750020,SP,6285,0210101,
13903681,1,,FAZENDA,SANTA LUZIA,S/N,ZONA RURAL,15570000,SP,6315,0151201,"0151202,0113000,0111302"
13903756,1,,RUA,SANTA INEZ,740,CELINA,14780711,SP,6209,8630503,
13904795,1,,FAZENDA,NOSSA SENHORA DAS GRACAS,SN,RURAL,13590000,SP,6387,0151201,0153902
13904805,1,,SITIO,DIVINO ESPIRITO SANTO II,S/N,CAPUAVA,18260000,SP,6911,0121101,0210101
13905458,1,,ESTRADA,PROLONGAMENTO DA RUA COPACABANA A 02 KM DE VOTUPORANGA,1700,ZONA RURAL,15500970,SP,7245,0153902,
13905677,1,,AVENIDA,DR. ARMANDO SALLES OLIVEIRA, S/N,PARQUE UNIVERSITARIO,14404600,SP,6425,0121101,
13908288,1,,SITIO,SAO JOAO,SN,AGUA DO TAQUARAL,19830000,SP,6395,0119906,"0210101,0151201"
13909563,1,RYOSHIN,RUA,PROFESSOR NORBERTO DENZIN,32,JARDIM DO MAR,09726305,SP,7075,6810201,6463800
13916843,1,FED - HOSPITAL PSIQUIATRICO DE RIBEIRAO PRETO,AVENIDA,ADELMO PERDIZZA,495,ALTO DA BOA VISTA,14026390,SP,6969,8411600,
13917336,1,,RUA,6 BEIRA RIO,130,SEM LOTE,15570000,SP,6315,0312401,
13917934,1,,SITIO,VARGINHA,S/N,VARGINHA,18430000,SP,6961,0121101,
13918100,1,,CHACARA,ALVORADA,S/N,CAPAO GROSSO,15840000,SP,6539,0133404,0131800
13918188,1,,FAZENDA,INDEPENDENCIA II,S/N,TRES RANCHOS,16370000,SP,6933,0151201,0151202
13918213,1,,ESTANCIA,ASA BRANCA - RODOVIA COMTE JOAO RIBEIRO DE BARROS,SN,GUARACIABA,17930000,SP,7203,0151201,
13918364,1,RESIDENCIAL TERRACO BEIJA FLOR,RUA,CLAY PRESGRAVE DO AMARAL,11,GONZAGA,11055370,SP,7071,8112500,
13918571,1,CHAMPETIT,ESTRADA,TEREZA BIZETTO CESTAROLLI,1379,CESTAROLLI,13291700,SP,6647,0121101,"0139304,4633801,4683400"
13920018,1,,AVENIDA,BRIG FARIA LIMA,2369,JARDIM PAULISTANO,01452922,SP,7107,6470103,
13921195,1,,ESTRADA,SAO FRANCISCO,460,PARQUE TABOAO,06765000,SP,7157,7711000,"4923002,4929901,4929902,4930202,7911200"
13921816,1,,SITIO,SANTO ANTONIO,S/N,CACHOEIRA DE CIMA,13800970,SP,6717,0121101,
13922534,1,,RUA,FRANCISCA MASSARO FARINHA,385,RIBERANIA,14096460,SP,6969,9430800,"9493600,9499500"
13923986,1,,SITIO,BELA VISTA,S/N,SALTINHO,13350970,SP,6399,0113000,0112199
13924017,1,ASSOCIACAO EMPRESARIAL DO DISTRITO INDUSTRIAL AEROPORTO,RODOVIA,ENGENHEIRO JOAO TOSELLO (SP-147) KM 96,S/N,DO PINHAL,13487000,SP,6639,9499500,
13925164,1,BOM DE BOLA,RUA,SERVIDAO PARTICULAR 2,S/N,ROSEIRA,13480970,SP,6639,9312300,
13926755,1,,SITIO,SAO CRISTOVAO,SN,COLEGIO,18150000,SP,6495,0121101,
13926762,1,,FAZENDA,SAO JOAO,S/N,AGUA DO PE DE MOLEQUE,19990000,SP,6895,0121101,"0139303,0139304,0151201,0151202"
13926869,1,,ESTRADA,VICINAL CARDOSO A SAO JOAO DO MARINHEIRO A 08 KM,S/N,ZONA RURAL,15570000,SP,6315,0151201,0139306
13928200,1,,RUA,ALEXANDRE DUMAS,1711,CHACARA SANTO ANTONIO (ZONA SUL),04717004,SP,7107,4110700,
13928532,1,,RUA,RUA 13 DE MAIO,271,CENTRO,15800010,SP,6323,6810202,"0151201,6463800"
13928935,1,FC INCORPORACOES LTDA,RUA,MONSENHOR COUTO,481,CENTRO,13320210,SP,7005,4120400,"4110700,6810201,6810202"
13928954,1,,RUA,DOS ARGENTINOS,77,PARQUE NOVA SUICA,13271443,SP,7225,6463800,
13881338,2,,SITIO,SANTA LUZIA,S/N,MONTE ROXO,18960000,SP,6225,0113000,"0111302,0111303,0115600,0111399"
13929383,1,,SITIO,SAO BENEDITO,S/N,FAZENDA SAO JOSE OU VARJAO,15180000,SP,7127,0139306,
13930281,1,,ESTRADA,MOGI SALESOPOLIS KM,12,COCUERA,08880000,SP,6713,0111302,"0119903,0121101"
13931273,1,,SITIO,KAWANO,SN,CORREGO DO CAETE,15745000,SP,6819,0151201,"0121101,0111302"
13931875,1,,SITIO,PALMEIRAS,S/N,ZONA RURAL,14740000,SP,7239,0113000,0115600
13931881,1,,FAZENDA,OUTEIRO DE SAO JOAO,S/N,SANTO INACIO,18590000,SP,6237,0220999,
13932163,1,,AVENIDA,SAO LUCAS,419,PARQUE SAO LUCAS,03239000,SP,7107,9491000,
13932730,1,INSTITUTO COM.SOLIDART,RUA,ALCINDO GUANABARA,217,JARDIM DA GLORIA,01546020,SP,7107,9493600,"9430800,9499500"
13932912,1,,RUA,ANTONIO PEREIRA,195,BACURITI,16520000,SP,6277,0312401,
13933067,1,IMPERIAL CONSTRUTORA E INCORPORADORA,RUA,CABO OSCAR ROSSINI,654,PARQUE NOVO MUNDO,02186030,SP,7107,4110700,"4120400,4330499,4399103,4399104,4399199,4744001,6810201,6821801,7732201"
13933630,1,,RUA,RIO BRANCO,381,CENTROI,15800230,SP,6323,0161099,"0161003,0163600"
13934859,1,,ESTRADA,DO BAIRRO MURUNDU,SN,MURUNDU,18150000,SP,6495,0119999,
13935274,1,,FAZENDA,SAO JOAO,SN,ILHA DO PORTO,18300970,SP,6305,0159801,
13936291,1,CONVENIENCIA JOAO JORGE,AVENIDA,JOAO JORGE,330,VILA INDUSTRIAL,13035680,SP,6291,4729602,"5611201,5611204,5611203"
13937490,1,,RUA,FLOR DO CARVALHO,295,EDEN,18103125,SP,7145,6810201,"6822600,6810202,7020400,8111700,6463800"
13938124,1,COMUNIDADE EVANGELICA TEMPO DE DEUS,RUA,CORONEL ERNESTO DUPRAT,88,SAO MATEUS,03959020,SP,7107,9491000,
13938417,1,,SITIO,ONO,S/N,PATURY,17880000,SP,6533,0151202,0151201
13938912,1,,RUA,JOAQUIM FERREIRA JUNIOR,62,PEDREGULHO,12511210,SP,6469,9491000,
13941260,1,POR DO SOL CORRETORA DE SEGUROS,RUA,RIO PARANAPANEMA,41,PARQUE AQUARIUS,17990000,SP,6829,6622300,"6319400,6619399,7020400,7490104,8299799"
13941813,1,,SITIO,SAO JOSE,SN,DOS MINEIROS,14990000,SP,6531,0151201,
13943763,1,,SITIO,TRES IRMAOS,S/N,AGUA DOS AMERICOS,19970000,SP,6807,0113000,"0115600,0111302"
13943976,1,,SITIO,NOSSA SENHORA APARECIDA,S/N,ZONA RURAL,19210000,SP,7179,0151201,"0151202,0119999"
13944440,1,,AVENIDA,JOSE CESAR DE OLIVEIRA,21,VILA LEOPOLDINA,05317000,SP,7107,8230001,"6463800,6810202,7490104,7490105"
13945024,1,,RUA,DOS BURITIS,389,PQ. JABAQUARA,04321001,SP,7107,8599604,
13945537,1,,PRACA,ALFREDO EGYDIO DE SOUZA ARANHA,100,PARQUE JABAQUARA,04344902,SP,7107,6470101,
13949790,1,,SITIO,COLONINHA 3,S/N,SAO BENTO,13520000,SP,7109,0151201,0151202
13949837,1,,RODOVIA,SESALPINO FERREIRA DOS SANTOS SILVA,2650,CABACAIS,18225000,SP,7123,0151201,"0111302,0119905,0121101"
13949879,1,,AVENIDA,CARLOS MARTINS,1222,HORTO FLORESTAL,13215735,SP,6619,0152102,"0151202,0151201,0121101"
13950026,1,,SITIO,BOA VISTA,S/N,NUCLEO SANTA MATILDE,16670000,SP,6923,0210101,
13950587,1,,AVENIDA,NOSSA SENHORA DE FATIMA,467,JARDIM MONTE SERRAT,06717210,SP,6361,6810201,"6810202,6821801"
13951667,1,,RUA,CLEMENTINO RODRIGUES SIMES,749,GALO BRANCO,12247490,SP,7099,0151202,0162899
13951689,1,,SITIO,SAO JOSE,S/N,RURAL,17450000,SP,6433,0151202,
13952309,1,,LOTEAMENTO,PROJETO ASSENTAMENTO VITORIA,S/N,ZONA RURAL,16600000,SP,6879,0121101,0151202
13953186,1,,CHÁCARA,BELA VISTA,S/N,SAO JOSE,17780000,SP,6649,0134200,"0151201,0121101,0119999"
13953466,1,FEROLDI IMOVEIS,RUA,MONSENHOR GONCALVES,446,VILA ERCILIA,15013050,SP,7097,6821801,6822600
13953925,1,,RUA,JOAQUIM TAVORA,827,VILA MARIANA,04015001,SP,7107,8630503,8630501
13955017,1,,RUA,GERALDO FLAUSINO GOMES,61,BROOKLIN NOVO,04575060,SP,7107,6202300,"6209100,6204000"
13955105,1,,ESTRADA,RAMAL OKABE,220,GUAIO,08660090,SP,7151,0121101,
13956085,1,,SITIO,PALMEIRAS,00,BURU,13350000,SP,6399,0113000,
13956553,1,,SITIO,ESTRELA,SN,CANA BRAVA,14540000,SP,6503,0113000,
13960246,1,,RUA,PROFESSORA DONA ARUCA,502,PE MUNICIO,14340000,SP,6257,4731800,4732600
13961665,1,,RUA,COMENDADOR TORLOGO DAUNTRE,74,CAMBUI,13025270,SP,6291,7120100,8599604
13962959,1,,NÚCLEO,CIDADE DE DEUS,S/N,VILA YARA,06029900,SP,6789,6470101,
13963834,1,CONDOMINIO MANSOUR,RUA,KAMEO USSUI,312,JARDIM PINHEIRO,16012300,SP,6155,9499500,
13964362,1,,SITIO,PALMEIRAS,KM 08,ZONA RURAL,14240000,SP,6289,0151202,"0151201,0111302,0113000,0134200"
13964761,1,,SITIO,AGUA DA FIGUEIRA,S/N,AGUA DA FIGUEIRA,19820000,SP,7267,0113000,
13965380,1,,SITIO,VITORIA - ESTRADA MUNICIPAL,S/N,VITORIA,18250000,SP,6471,0111302,0151201
13965395,1,,SITIO,BOA ESPERANCA,S/N,PEDERNEIRAS,18270001,SP,7181,0115600,"0151201,0151202,0111302,0111303,0119905,0151203"
13965586,1,,ESTRADA,DE GUAIRA A GUARITA,SN,ZONA RURAL,14790000,SP,6449,0151202,"0111302,0121101"
13965619,1,,SITIO,SAO JOSE ABAIXO,SN,SAO JOSE ABAIXO,18310000,SP,6453,0111302,0119999
13965761,1,,ESTRADA,MUNICIPAL,SN,DOURADINHO,18170000,SP,6857,0119999,
13965773,1,,FAZENDA,SANTO ANTONIO DE IBITIRUNA,SN,IBITIRUNA,13400970,SP,6875,0113000,
13965784,1,,SITIO,CAPAO BONITO,SN,FAZENDA AGUA VERMELHA,15690000,SP,6515,0151202,
