cnpj_basico,identificador_matriz_filial,nome_fantasia,tipo_logradouro,logradouro,numero,bairro,cep,uf,municipio,cnae_fiscal_principal,cnae_fiscal_secundaria
19046218,2,DECIO PRESIDENTE VENCESLAU,RODOVIA,RAPOSO TAVARES KM 620 + 456 METROS,SN,DISTRITO INDUSTRIAL I,19402550,SP,6931,4731800,"4520005,4732600"
21468625,2,,SITIO,MACUCOS,S/N,AREA RURAL DE MACUCOS,16459899,SP,6441,0113000,
22633534,2,,FAZENDA,SAO CAMILO,SN,DA PRATA,17309899,SP,6383,0113000,
18830738,2,,ESTRADA,MUNICIPAL TURIUBA MONCOES KM II LADO DIREITO,KM 02,ZONA RURAL,15280000,SP,7205,0113000,
20284512,2,,RUA,GARCIA LORCA,231,PAULICEIA,09695000,SP,7075,4723700,4635402
19469987,2,,SITIO,SAO JUDAS,S/N,ZONA RURAL,15150000,SP,6729,0113000,0139306
21660838,2,,AVENIDA,GOVERNADOR MARIO COVAS JUNIOR,01,CENTRO,09390040,SP,6689,4754701,
22241096,2,,FAZENDA,SANTA RITA,S/N,ENGENHO D AGUA,12524899,SP,6469,0151201,0151202
19381564,2,,RODOVIA,CASTELO BRANCO,3100,ESTIVA,18147000,SP,3067,8630503,
22076409,2,CONDOMINIO VITRINE TATUAPE BY DIALOGO,RUA,GUARACIABA,373,CHACARA CALIFORNIA,03404000,SP,7107,4110700,
20247322,2,,AVENIDA,OTTO BAUMGART,500,VILA GUILHERME,02049900,SP,7107,4752100,"4751201,4753900"
22448834,2,,FAZENDA,PRUDENTE DE MORRO,S/N,ZONA RURAL,13700000,SP,6317,0119903,"0119904,0119999,0119902,0121101"
21215818,2,,ESTRADA MUNICIPAL,GUZOLANDIA,SN,ZONA RURAL,15355000,SP,6479,0151201,0151203
21799078,2,,CHACARA,BEIJA FLOR,0,LAGOA DA MATA,16309899,SP,6847,0151201,0151202
21895823,2,,SITIO,SAO JOAO,S/N,LAGEADO,18794899,SP,6777,0115600,"0111302,0119905,0111399"
18565468,2,,RODOVIA,"PRESIDENTE DUTRA 222,3",S/N,PORTO IGREJA,07034010,SP,6477,4763602,4782201
22636280,2,,SITIO,BARREIRO VELHO,S/N,AREA RURAL DE SAO JOAO DA BOA VISTA,13879899,SP,7083,0151201,0152102
22396308,2,,SITIO,SAO GABRIEL - GLEBA A,S/N,VERONICA,17239899,SP,6559,0113000,
20655611,2,DROGAVET MANIPULACAO VETERINARIA,RUA,DOUTOR POMPILIO MERCADANTE,398,CENTRO,12308510,SP,6589,4771702,4771704
21873563,2,,ESTRADA,JALES A DIRCE REIS  KM 7,SN,CENTRO,15700970,SP,6597,0133404,
22897421,2,,SITIO,SAO JOAO,S/N,ZONA RURAL,14730000,SP,6731,0113000,
20868423,2,,RUA,JOAO CARLOS DA CUNHA,495,VILA BIANCHI,13830034,SP,7061,8630502,"8640207,8640208"
19556462,2,,ESTRADA MUNICIPAL,IGARAPAVA P/RIFAINA,S/N,RURAL,14540000,SP,6503,0113000,
19156662,2,RM INVESTIMENTOS,RUA,VOLUNTARIOS DA PATRIA,560,SANTANA,02010000,SP,7107,6821801,"4110700,4299599,6810201,6810203,6821802,6822600,8211300"
21105769,2,,GLEBA,ROSANELA,2099,ZONA RURAL,19275000,SP,7255,0322101,
19560583,2,,AVENIDA,MARCELINO BRESSIANI,58,SERPA,07713250,SP,6281,4789004,"4623109,4721104,4771704,4789005,4789099,9609208"
21066139,2,ENGELMIG ENERGIA,RUA,POMBAL RUGGERI,523,VILA TRUJILLO,18040560,SP,7145,8299701,8291100
22016692,2,,AVENIDA,MARQ DE SAO VICENTE,121,VARZEA DA BARRA FUNDA,01139001,SP,7107,6911701,
20105945,2,,FAZENDA,BURITIS,SN,ZONA RURAL,14470000,SP,6841,0113000,"0111302,0115600"
19046302,2,COMERCIAL HOT BEACH OLIMPIA,RUA,EDSON JESUS DE ABREU,606,JARDIM ALFREDO ZUCCA,15405197,SP,6779,5611201,"4721102,4729602,4772500,4781400,4789099,5611203,5611204,5611205,5620102,8230001"
19084408,2,,SITIO,IPANEMA,S/N,AREA RURAL DE BARRETOS,14788899,SP,6209,0139306,
21034800,2,BLANK IT,ALAMEDA,RIO NEGRO,1030,ALPHAVILLE CENTRO INDUSTRIAL E EMPRESARIAL/ALPHAV,06454000,SP,6213,8211300,"6190699,6201501,6202300,6203100,6204000,6209100,6311900,6319400,7020400,7490101,8020001,8219999,8541400,9511800,9512600"
20205435,2,,RODOVIA,HELIO SMIDT,S/N,AEROPORTO,07190100,SP,6477,5611201,"5611203,5611204,6462000,7740300"
19101641,2,,RUA,DIONIZIO ZACARON,2315,LOTEAMENTO CIP CENTRO INDUSTRIAL PASCUTTI,15077382,SP,7097,4930202,"4930201,5212500"
22849492,2,,RUA,FRANCISCO TRAMONTANO,101,REAL PARQUE,05686010,SP,7107,8211300,
22268951,2,CEISC,RUA,MAEST CARDIM,1170,LIBERDADE,01323001,SP,7107,8599605,"4753900,4761001,4761003,4781400,4789001,5811500"
22902338,2,,SITIO,SAO LUIZ,S/N,AREA RURAL DE UCHOA,15894899,SP,7213,0113000,
22455864,2,,RUA,DOMINGOS ROBERT,933,CENTRO,14940133,SP,6493,4771701,"4644301,4646001,4772500"
22682274,2,,SITIO,SANTO ANTONIO DE PADUA,S/N,RIBEIRAO,13369899,SP,6309,0113000,
21992309,2,,FAZENDA,REGINA,SN,AREA RURAL DE TABAPUA,15884899,SP,7153,0113000,
19947409,2,,AVENIDA,PRES JUSCELINO KUBITSCHEK,2041,VILA NOVA CONCEICAO,04543011,SP,7107,5611201,"4712100,5611203,5620102,5620104,8230001,8230002"
22934503,2,,RUA,MONTE APRAZIVEL,187,CHACARA DA BARRA,13090764,SP,6291,5223100,
22093953,2,,PRACA,MARIO GUINDANI,96,UTINGA,09220690,SP,7057,4530705,"4520001,4520004,4530703,7490104"
21193019,2,,SITIO,SAO PEDRO II,SN,RURAL,13433899,SP,6875,0113000,0111302
19897299,2,H2F,AVENIDA,BRIG FARIA LIMA,1572,JARDIM PAULISTANO,01451917,SP,7107,4930201,"2731700,3313901,3313999,3314710,4120400,4211101,4211102,4221902,4221903,4299599,4313400,4321500,4322302,4322303,4329104,4330401,4330402,4399101,4399199,4744099,4753900,4759899,4929902,6204000,6209100,6311900,7020400,7112000,7319003,7490103,7490105,7810800,7820500,7830200,8020001,8111700,8112500,8121400,8122200,8129000,8130300,8211300,8219999,8230001,8599604,9002702,9511800,9512600"
21986074,2,,RUA,PASCHOAL BARDARO,1075,JARDIM BOTANICO,14021655,SP,6969,6511101,
19990897,2,,RUA,MARIA SEBASTIANA MORAES DE OLIVEIRA,225,JARDIM SAO PAULO,19027185,SP,6929,9491000,
20037852,2,,FAZENDA,SANTA IRENE,SN,ZONA RURAL,14897899,SP,6587,0151201,"0151202,0151203,0152101"
18473954,2,UZCOM ELETRONICA & TELECOMUNICACOES,RUA,ROSARIO SCAMARDI,783,JARDIM DO COLEGIO,05883000,SP,7107,4221904,"4221905,4751201,6110803,6190601,6190602,6190699,6209100,7119799,8020001,9511800,9512600"
21568768,2,,ESTRADA,MUNICIPAL RCL-314,S/N,ZONA RURAL,13507899,SP,6979,0151201,"0113000,6463800,6810202,6810203"
22030388,2,,AREA,"RURAL ESTRADA MUNICIPAL A BAIRRO OLHOS D'AGUA, OLHOS D'AGUA",S/N,AREA RURAL DE MANDURI,18787899,SP,6673,0113000,"0111399,0115600"
22030388,2,,AREA,"RURAL ESTRADA OLEO A AGUA DO GORGONHO, GORGONHO",S/N,AREA RURAL DE OLEO,18794899,SP,6777,0113000,"0111399,0115600"
21262107,2,,FAZENDA,BARONEZA DO CAMANDOCAIA,SN,AREA RURAL DE PEDREIRA,13929899,SP,6843,0152103,"0151203,0152102,0153901"
21363880,2,,FAZENDA,FLOR DA SERRA,S/N,BICUDOS,12524899,SP,6469,0151201,0152101
19898104,2,,SITIO,RIBEIRO,SN,ZONA RURAL,14550000,SP,6159,0113000,"0115600,0111302,0151201,0151202"
21980217,2,,SITIO,SAO LUIZ,SN,CORREGO DO JACU,15780000,SP,7049,0113000,
18872540,2,,SITIO,SANTA MARIA,S/N,AREA RURAL DE PIRASSUNUNGA,13644899,SP,6887,0113000,
18905707,2,,AVENIDA,LOURENCO BELLOLI,700,VILA MENCK,06268110,SP,6789,5611203,"1091102,4721102,5612100,5620102,5620104"
22384298,2,,SITIO,SALMOURAO III,SN,BARREIRO,17720000,SP,7003,0113000,
22544133,2,,ESTANCIA,ILHA BELA,S/N,CORREGO JACU QUEIMADO,15790000,SP,6991,0151203,
20031540,2,,AVENIDA,PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA,5000,COMPLEXO IGUATEMI RIO PRETO,15093340,SP,7097,6203100,"6202300,8219999"
21985078,2,,RODOVIA,MIGUEL JABUR ELIAS DE AM CAMPOS A P GESTAL 4 KM ENT DIREITA,S/N,ZONA RURAL,15550000,SP,6135,0151201,0111302
21144547,2,,RUA,AMERICO BRASILIENSE,284,CENTRO,14015050,SP,6969,7820500,"7020400,7810800,7830200"
21437447,2,,AVENIDA,DOUTOR JOAO BATISTA SANTANA,1855,VILA JARDIM ALEGRIA,14790000,SP,6449,4683400,"4623106,4661300,4692300"
21437447,2,,AVENIDA,VEREADOR WILSON MOREIRA DE SANTANA,251,IPIRANGA,13916400,SP,6595,4683400,"4623106,4661300,4692300"
21437447,2,DINAC,RODOVIA,WILSON FINARDI (SP 191),S/N,AREA RURAL DE MOGI MIRIM,13817899,SP,6717,4683400,"4623106,4661300,4692300"
20959269,2,,RUA,FERREIRA DE ARAUJO,1056,PINHEIROS,05428002,SP,7107,7990200,"5223100,6203100,6462000,7490104,7739099"
21868903,2,,RUA,GOVERNADOR MARIO COVAS JUNIOR,0,PRAIA VERMELHA DO NORTE,11698899,SP,7209,8230002,"4634603,4691500,4722902,5611201,5611203,5611204,5620102"
18762990,2,,SITIO,RONDA,S/N,RODEIO,18467899,SP,6565,0115600,"0111302,0111303,0119905,0111399"
20630087,2,,AVENIDA,ROQUE PETRONI JUNIOR,850,JARDIM DAS ACACIAS,04707000,SP,7107,4221902,"3321000,3511501,3512300,3513100,4221903,6463800"
22150358,2,BLUMA SERVICOS DE BELEZA E BEM ESTAR,AVENIDA,ALEXANDRE COLARES,1188,PARQUE ANHANGUERA,05106000,SP,7107,9602501,"8690904,9602502"
22595153,2,,RUA,EUDORA,96,VILA DO ENCONTRO,04324240,SP,7107,5620101,
19634248,2,,AVENIDA,CORONEL FERNANDO FERREIRA LEITE,1540,JARDIM CALIFORNIA,14026900,SP,6969,5223100,9609299
21888648,2,,SITIO,CIRURGIAO MOR - GLEBA 2,SN,AREA RURAL DE SAO ROQUE DA FARTURA,13899899,SP,6107,0119903,"0119904,0119999,0151201"
19891214,2,,AVENIDA,VITAL BRASIL,827,VILA ACOREANA,08557000,SP,6897,5620101,
22934503,2,,AVENIDA,CAMBACICA,520,PARQUE DOS RESEDAS,13097160,SP,6291,5223100,
19560583,2,,VIA DE ACESSO,MANOEL SILVERIO PINTO,1410,BELEM ESTACAO,07901155,SP,6427,4789004,"4721104,4771704,4789005,4789099,9609208"
18637001,2,,AVENIDA,BRASIL,1800,VILA FREZZARIM,13465785,SP,6131,5611203,5611204
18637001,2,,AVENIDA,CAPITAO ANTONIO JOAQUIM MENDES,1958,JARDIM CARLOS GOMES,13633037,SP,6887,5611203,5611204
18542048,2,LIVING FULL BERRINI,AVENIDA,NOVA INDEPENDENCIA,1057,BROOKLIN PAULISTA,04570001,SP,7107,4110700,
22000201,2,,SITIO,SANTA LUZIA,SN,AGUA DO MASTRO,19260000,SP,6705,0151201,
22875795,2,,ESTANCIA,SAO PEDRO,S/N,RIBEIRAO CLARO,18940970,SP,7111,0115600,0111302
21905655,2,,SITIO,LARANJAL,S/N,LARANJAL,13780000,SP,6379,0134200,"0119903,0119904,0121101,0151201,0151202,0119999"
22685103,2,,CALCADA,DAS MARGARIDAS,163,CONDOMINIO CENTRO COMERCIAL ALPHAVILLE,06453038,SP,6213,5320202,"4930201,5212500,5250803,5250804,5320201,7020400,7490104,8211300,8219999"
20509334,2,,SITIO,RIBEIRAO DOS CUBAS,SN,RIBEIRAO DOS CUBAS,18919899,SP,7029,0113000,
22922742,2,,ESTRADA VELHA,DE ITU,999,JARDIM SAO PAULO,06616820,SP,6601,4693100,"4110700,4530701,4530703,4541201,4541206,4641902,4642701,4642702,4643502,4645101,4646001,4647801,4649401,4649402,4649403,4649499,4651601,4652400,4663000,4669901,4669999,4689399,4713002,4742300,4751201,4752100,4754701,4755503,4757100,4759899,4761003,4763601,4763602,4763603,4763604,4774100,4781400,4789004,4789007,4789099,5232000,5250803,5250804,7490104"
21005231,2,,ESTRADA,ITUVERAVA A JERIQUARA,S/N,ZONA RURAL,14500000,SP,6583,0134200,0111302
20723388,2,,RODOVIA,DOS TAMOIOS,SN,BAIRRO DA PERNAMBUCANA,12228845,SP,7099,5620101,
22533209,2,ASSOCIACAO EDUCACIONAL MARIA DO CARMO - AEMC,RUA,LIMA BARRETO,503,JARDIM AMANDA,13188104,SP,2951,8511200,
21314559,2,,RUA,DOMINGOS DE MORAIS,2564,VILA MARIANA,04036100,SP,7107,7711000,"4923002,7719599"
21314559,2,,AVENIDA,GUILHERME CAMPOS,500,JARDIM SANTA GENEBRA,13087901,SP,6291,7711000,"4923002,7719599"
19767062,2,,RUA,BAPTISTA PAGOTTO,71,POLO DE ALTA TECNOLOGIA DE CAMPINAS - POLO I,13069470,SP,6291,5620101,
22329828,2,,AVENIDA,JOSE BENTO MONTEIRO LOBATO,60,JARDIM GURILANDIA,12071620,SP,7183,4711302,"4721102,4722901,4724500,5611203"
21215940,2,,SITIO,SANTO ANTONIO,S/N,FAZENDA SANTA RITA,15613899,SP,6411,0151201,0151202
18723641,2,,ESTRADA,DO BAIRRO DO MATAO,S/N,ZONA RURAL,13540000,SP,6355,0115600,"0111302,0151203"
21314559,2,,AVENIDA,DAS NACOES UNIDAS,22833,JURUBATUBA,04696005,SP,7107,7711000,"4923002,7719599"
21314559,2,,AVENIDA,DOUTOR ANTONIO MARIA LAET,566,PARADA INGLESA,02240000,SP,7107,7711000,"4923002,7719599"
21314559,2,,AVENIDA,PRESIDENTE CASTELO BRANCO,1794,PARQUE INDUSTRIAL LAGOINHA,14095000,SP,6969,7711000,"4923002,7719599"
18973609,2,,FAZENDA,FAZENDA SAO SEBASTIAO DA BELA VISTA,SN,AREA RURAL DE BORACEIA,17279899,SP,6245,6810202,"0113000,0115600"
21314559,2,,AVENIDA,DOUTOR CASSIO PASCHOAL PADOVANI,861,MORUMBI,13420355,SP,6875,7711000,"4923002,7719599"
21314559,2,,RUA,SILVA JARDIM,1001,VILA SAO PAULO,16015433,SP,6155,7711000,"4923002,7719599"
21314559,2,,RUA,MARIA CINTO DE BIAGGI,164,JARDIM SANTA ROSALIA,18095410,SP,7145,7711000,"4923002,7719599"
21314559,2,,AVENIDA,PRESIDENTE KENNEDY,1481,RIBEIRANIA,14096340,SP,6969,7711000,"4923002,7719599"
19609546,2,,SITIO,ALECRIM,S/N,ZONA RURAL,14765000,SP,0824,0131800,0133404
19764163,2,,SITIO,SANTO ANTONIO,SN,PONTE ALTA,17630000,SP,0790,0116401,"0119906,0119999,0133409"
19892104,2,,ESTRADA MUNICIPAL,DE SAO JOAO DE IRACEMA A GENERAL SALGADO,KM 05,SALTINHO DA BOA VISTA,15315000,SP,2941,0113000,
21314559,2,,RUA,GARCIA LORCA,301,PAULICEIA,09695000,SP,7075,7711000,7719599
22595153,2,,AVENIDA,PIRAPORINHA,852,PLANALTO,09891001,SP,7075,5620101,
20183526,2,,RUA,CONS SARAIVA,229,SANTANA,02037020,SP,7107,8610102,"8610101,8622400,8630503,8660700,8690999,8712300"
19084153,2,,RODOVIA,FLORIANO CAMARGO BARROS,SN,CENTRO,18580001,SP,6851,0151203,"0151201,0152102"
22963735,2,ZAMPIERI & LUFT ADVOGADOS ASSOCIADOS,ALAMEDA,SANTOS,1165,CERQUEIRA CESAR,01419002,SP,7107,6911701,
19984898,2,,SITIO,SAO JOSE III,S/N,FRAGATA,17309899,SP,6383,0134200,"0113000,0210101"
21314559,2,,AVENIDA,PEREIRA BARRETO,1251,BAETA NEVES,09751000,SP,7075,7711000,"4923002,7490104,7719599,7740300"
20848854,2,ARACRUZ ALIMENTACAO,AVENIDA,PRESIDENTE VARGAS,650,NOVA ITAPEVI,06694000,SP,6551,5620101,"5611201,5611203,5620102,7820500,8230001"
20309171,2,,SITIO,RIBEIRAO DA CACHOEIRA,S/N,CACHOEIRA,18919899,SP,7029,0115600,0111302
19203703,2,,SITIO,ESTRADA JERIQUARA A RIBEIRAO CORRENTE,S/N,ZONA RURAL,14450000,SP,6609,0113000,
21527782,2,ACESSO SERVICOS ESPECIAIS,RUA,CORONEL TEOFILO LEME,1094,CENTRO,12900002,SP,6251,5223100,8129000
22141432,2,,SITIO,DOIS IRMAOS,SN,ALTO DA SERRA,13524899,SP,7109,0151201,"0152102,0111302,0113000"
18893900,2,,SITIO,SANTA MARIA,SN,AGUA DO FRUTAL - CABECEIRA,19779899,SP,6791,0119999,0119908
19591237,2,,SITIO,SAO BENEDITO,SN,SANTA IZABEL,18440000,SP,6535,0115600,"0111302,0111303,0119905"
19534158,2,,ESTANCIA,PEDRA BRANCA,S/N,ST IPE,14574899,SP,6265,0113000,
21494881,2,ITAQUERA BUSINESS PARK,RUA,TOMOICHI SHIMIZU,370,COLONIA ZONA LESTE,08260140,SP,7107,4110700,
19838640,2,,SITIO,NOSSA SENHORA APARECIDA,SN,SANTO ANTONIO,17920000,SP,6797,0113000,"0151201,0151202"
20383313,2,,SITIO,FERNANDES,SIN,RURAL,16458899,SP,6441,0113000,
21764611,2,,ESTANCIA,BAROLAO,S/N,AREA RURAL DE SUZANAPOLIS,15384899,SP,2945,0151201,"0151202,0111399"
22617704,2,,AVENIDA,ELIAS YAZBEK,567,PARQUE FRANCISCO RIZZO,06803275,SP,6401,4711302,"4721102,4722901,4729602,5611201,5611203"
21198449,2,SUPREMA FILIAL - OLIDEF CZ,AVENIDA,PATRIARCA,2.223,PARQUE RIBEIRAO PRETO,14031580,SP,6969,5620101,"1099699,5611201,5611203,5620102,5620103,7020400"
21590391,2,,AVENIDA,PORTUGAL,1223,BROOKLIN PAULISTA,04559002,SP,7107,4729699,"3319800,4712100,4723700,5611203,5620101,5620102,7739099"
21590391,2,,RUA,DOUTOR LUIZ MIGLIANO,1870,JARDIM CABORE,05711001,SP,7107,4729699,"3319800,4712100,4723700,5611203,5620101,5620102,7739099"
21590391,2,,RUA,DOUTOR GUILHERME BANNITZ,60,ITAIM BIBI,04532060,SP,7107,4729699,"3319800,4712100,4723700,5611203,5620101,5620102,7739099"
20710393,2,,ESTANCIA,PRIMAVERA,S/N,PENDERA,15164899,SP,6899,0155501,
19566076,2,,SITIO,TRES IRMAOS,S/N,FAZENDA VELHA,19969899,SP,6297,0115600,0111302
20415295,2,POSTO DOM PEDRO MIRACATU 3,RODOVIA,REGIS BITTENCOURT,S/N,DISTRITO DE PEDRO BARROS,11850000,SP,6699,4731800,4732600
20896124,2,,SITIO,SANTA FE,S/N,ZONA RURAL,15190000,SP,6753,0113000,"0111302,0115600,0116401"
21114231,2,,RODOVIA,DO CAFE,S/N,ZONA RURAL,14450000,SP,6609,0134200,
21524153,2,,AREA,RURAL,S/N,AREA RURAL DE BOM RETIRO DA ESPERANCA,18244899,SP,6143,0115600,"0111302,0116499"
19758056,2,,PRACA,VICENTE MOLINARI,S/N,CENTRO,11250294,SP,2965,8640202,"4645101,8211300,8299799,8640201"
18906332,2,,CHACARA,SAO BRAZ,S/N,ZONA RURAL,15150000,SP,6729,0151203,
22007388,2,,SITIO,SANTO EXPEDITO,SN,ZONA RURAL,15470000,SP,6801,0151201,"0151202,0151203,0113000,0133499,0139399,0119999"
18848204,2,,ALAMEDA,CAMPINAS,1070,JARDIM PAULISTA,01404200,SP,7107,7911200,"7490104,7912100,7990200,8230001"
20395552,2,,RODOVIA,APIAI A ITAPEVA,SN,SEDE FAZ SANTA MARINA,18320000,SP,6153,0210199,
19619292,2,,FAZENDA,CABECEIRA DO BURITI,SN,ZONA RURAL,14795000,SP,6343,0116401,
22676036,2,,ESTRADA,VICINAL CARDOSO A MACEDONIA KM 18,SN,ZONA RURAL,15578899,SP,6315,0133402,
20913722,2,,ESTRADA,DO BAIRRO DO FEITAL,SN,FEITAL,18150000,SP,6495,0119999,0121101
21298126,2,,RUA,PURPURATA,15,PRAIA DURA,11683522,SP,7209,9430800,"8550302,8591100,8592901,8592902,8592999,8593700,8599604,8599699,9003500,9101500,9329899,9493600"
